index,CODIGO,ENTIDAD,DIRECCION,COMUNA,HORARIO,LONGITUD,LATITUD,CATEGORIA,FUNCIONES
0,L1,Metro San Pablo L1,Av. San Pablo 6190,LO PRADO,"Lunes a Viernes: 6:00 a 23:00 horas, Sábados: 6:30 a 23:00 horas, Domingos y festivos: 8:00 a 22:30 horas.",-70.723068,-33.444355,Metro,"Venta de tarjeta, Carga de tarjeta, Consulta de saldo, Activacion de carga remota"
1,L1,Metro Neptuno,Av. Neptuno Oriente Frente Al 260,LO PRADO,"Lunes a Viernes: 6:00 a 23:00 horas, Sábados: 6:30 a 23:00 horas, Domingos y festivos: 8:00 a 22:30 horas.",-70.723086,-33.451453,Metro,"Venta de tarjeta, Carga de tarjeta, Consulta de saldo, Activacion de carga remota"
2,L1,Metro Pajaritos,Av. General Bonilla 5900,LO PRADO,"Lunes a Viernes: 6:00 a 23:00 horas, Sábados: 6:30 a 23:00 horas, Domingos y festivos: 8:00 a 22:30 horas.",-70.714218,-33.457279,Metro,"Venta de tarjeta, Carga de tarjeta, Consulta de saldo, Activacion de carga remota"
3,L1,Metro Las Rejas,Av. Libertador Bernardo O Higgins 6056,ESTACION CENTRAL,"Lunes a Viernes: 6:00 a 23:00 horas, Sábados: 6:30 a 23:00 horas, Domingos y festivos: 8:00 a 22:30 horas.",-70.706398,-33.457802,Metro,"Venta de tarjeta, Carga de tarjeta, Consulta de saldo, Activacion de carga remota"
4,L1,Metro Ecuador,Av. Libertador Bernardo O Higgins Frente Al 4620,ESTACION CENTRAL,"Lunes a Viernes: 6:00 a 23:00 horas, Sábados: 6:30 a 23:00 horas, Domingos y festivos: 8:00 a 22:30 horas.",-70.699623,-33.456448,Metro,"Venta de tarjeta, Carga de tarjeta, Consulta de saldo, Activacion de carga remota"
5,L1,Metro San Alberto Hurtado,Av. Libertador Bernardo O Higgins Frente Al 4102,ESTACION CENTRAL,"Lunes a Viernes: 6:00 a 23:00 horas, Sábados: 6:30 a 23:00 horas, Domingos y festivos: 8:00 a 22:30 horas.",-70.692307,-33.454479,Metro,"Venta de tarjeta, Carga de tarjeta, Consulta de saldo, Activacion de carga remota"
6,L1,Metro Universidad De Santiago,Av. Libertador Bernardo O Higgins Frente Al 3702,ESTACION CENTRAL,"Lunes a Viernes: 6:00 a 23:00 horas, Sábados: 6:30 a 23:00 horas, Domingos y festivos: 8:00 a 22:30 horas.",-70.688026,-33.453590,Metro,"Venta de tarjeta, Carga de tarjeta, Consulta de saldo, Activacion de carga remota"
7,L1,Metro Estacion Central,Av. Libertador Bernardo O Higgins Frente Al 3322,ESTACION CENTRAL,"Lunes a Viernes: 6:00 a 23:00 horas, Sábados: 6:30 a 23:00 horas, Domingos y festivos: 8:00 a 22:30 horas.",-70.679977,-33.451984,Metro,"Venta de tarjeta, Carga de tarjeta, Consulta de saldo, Activacion de carga remota"
8,L1,Metro Union Latinoamericana,Av. Libertador Bernardo O Higgins 2841,SANTIAGO,"Lunes a Viernes: 6:00 a 23:00 horas, Sábados: 6:30 a 23:00 horas, Domingos y festivos: 8:00 a 22:30 horas.",-70.673515,-33.449131,Metro,"Venta de tarjeta, Carga de tarjeta, Consulta de saldo, Activacion de carga remota"
9,L1,Metro Republica,Av. Libertador Bernardo O Higgins 2275,SANTIAGO,"Lunes a Viernes: 6:00 a 23:00 horas, Sábados: 6:30 a 23:00 horas, Domingos y festivos: 8:00 a 22:30 horas.",-70.666336,-33.447174,Metro,"Venta de tarjeta, Carga de tarjeta, Consulta de saldo, Activacion de carga remota"
10,L1,Metro Los Heroes L1,Av. Libertador Bernardo O Higgins 1774,SANTIAGO,"Lunes a Viernes: 6:00 a 23:00 horas, Sábados: 6:30 a 23:00 horas, Domingos y festivos: 8:00 a 22:30 horas.",-70.661224,-33.446800,Metro,"Venta de tarjeta, Carga de tarjeta, Consulta de saldo, Activacion de carga remota"
11,L1,Metro La Moneda,Av. Libertador Bernardo O Higgins 1330,SANTIAGO,"Lunes a Viernes: 6:00 a 23:00 horas, Sábados: 6:30 a 23:00 horas, Domingos y festivos: 8:00 a 22:30 horas.",-70.654968,-33.445293,Metro,"Venta de tarjeta, Carga de tarjeta, Consulta de saldo, Activacion de carga remota"
12,L1,Metro Universidad De Chile L1,Av. Libertador Bernardo O Higgins 1020,SANTIAGO,"Lunes a Viernes: 6:00 a 23:00 horas, Sábados: 6:30 a 23:00 horas, Domingos y festivos: 8:00 a 22:30 horas.",-70.650337,-33.444057,Metro,"Venta de tarjeta, Carga de tarjeta, Consulta de saldo, Activacion de carga remota"
13,L1,Metro Santa Lucia,Av. Libertador Bernardo O Higgins N°511,SANTIAGO,"Lunes a Viernes: 6:00 a 23:00 horas, Sábados: 6:30 a 23:00 horas, Domingos y festivos: 8:00 a 22:30 horas.",-70.762993,-33.501205,Metro,"Venta de tarjeta, Carga de tarjeta, Consulta de saldo, Activacion de carga remota"
14,L1,Metro Universidad Catolica,Av. Libertador Bernardo O Higgins 270,SANTIAGO,"Lunes a Viernes: 6:00 a 23:00 horas, Sábados: 6:30 a 23:00 horas, Domingos y festivos: 8:00 a 22:30 horas.",-70.639809,-33.439957,Metro,"Venta de tarjeta, Carga de tarjeta, Consulta de saldo, Activacion de carga remota"
15,L1,Metro Baquedano L1,Av. Providencia 011,PROVIDENCIA,"Lunes a Viernes: 6:00 a 23:00 horas, Sábados: 6:30 a 23:00 horas, Domingos y festivos: 8:00 a 22:30 horas.",-70.634651,-33.437386,Metro,"Venta de tarjeta, Carga de tarjeta, Consulta de saldo, Activacion de carga remota"
16,L1,Metro Salvador,Av. Providencia 700,PROVIDENCIA,"Lunes a Viernes: 6:00 a 23:00 horas, Sábados: 6:30 a 23:00 horas, Domingos y festivos: 8:00 a 22:30 horas.",-70.625229,-33.432384,Metro,"Venta de tarjeta, Carga de tarjeta, Consulta de saldo, Activacion de carga remota"
17,L1,Metro Manuel Montt,Av. Providencia 1337,PROVIDENCIA,"Lunes a Viernes: 6:00 a 23:00 horas, Sábados: 6:30 a 23:00 horas, Domingos y festivos: 8:00 a 22:30 horas.",-70.619820,-33.428638,Metro,"Venta de tarjeta, Carga de tarjeta, Consulta de saldo, Activacion de carga remota"
18,L1,Metro Pedro De Valdivia,Av. Providencia 1880,PROVIDENCIA,"Lunes a Viernes: 6:00 a 23:00 horas, Sábados: 6:30 a 23:00 horas, Domingos y festivos: 8:00 a 22:30 horas.",-70.613861,-33.425358,Metro,"Venta de tarjeta, Carga de tarjeta, Consulta de saldo, Activacion de carga remota"
19,L1,Metro Los Leones L1,Av. Nueva Providencia 2249,PROVIDENCIA,"Lunes a Viernes: 6:00 a 23:00 horas, Sábados: 6:30 a 23:00 horas, Domingos y festivos: 8:00 a 22:30 horas.",-70.608475,-33.422710,Metro,"Venta de tarjeta, Carga de tarjeta, Consulta de saldo, Activacion de carga remota"
20,L1,Metro Tobalaba L1,Av. Tobalaba 117,PROVIDENCIA,"Lunes a Viernes: 6:00 a 23:00 horas, Sábados: 6:30 a 23:00 horas, Domingos y festivos: 8:00 a 22:30 horas.",-70.600754,-33.419029,Metro,"Venta de tarjeta, Carga de tarjeta, Consulta de saldo, Activacion de carga remota"
21,L1,Metro El Golf,Av. Apoquindo Frente Al Nº3231,LAS CONDES,"Lunes a Viernes: 6:00 a 23:00 horas, Sábados: 6:30 a 23:00 horas, Domingos y festivos: 8:00 a 22:30 horas.",-70.596329,-33.416775,Metro,"Venta de tarjeta, Carga de tarjeta, Consulta de saldo, Activacion de carga remota"
22,L1,Metro Alcantara,Av. Apoquindo Frente Al 3885,LAS CONDES,"Lunes a Viernes: 6:00 a 23:00 horas, Sábados: 6:30 a 23:00 horas, Domingos y festivos: 8:00 a 22:30 horas.",-70.590027,-33.415928,Metro,"Venta de tarjeta, Carga de tarjeta, Consulta de saldo, Activacion de carga remota"
23,L1,Metro Escuela Militar,Av. Apoquindo Frente Al 4502,LAS CONDES,"Lunes a Viernes: 6:00 a 23:00 horas, Sábados: 6:30 a 23:00 horas, Domingos y festivos: 8:00 a 22:30 horas.",-70.582848,-33.413406,Metro,"Venta de tarjeta, Carga de tarjeta, Consulta de saldo, Activacion de carga remota"
24,L1,Metro Manquehue,Av. Apoquindo Frente Al 5875,LAS CONDES,"Lunes a Viernes: 6:00 a 23:00 horas, Sábados: 6:30 a 23:00 horas, Domingos y festivos: 8:00 a 22:30 horas.",-70.569252,-33.409248,Metro,"Venta de tarjeta, Carga de tarjeta, Consulta de saldo, Activacion de carga remota"
25,L1,Metro Hernando De Magallanes,Av. Apoquindo 7095,LAS CONDES,"Lunes a Viernes: 6:00 a 23:00 horas, Sábados: 6:30 a 23:00 horas, Domingos y festivos: 8:00 a 22:30 horas.",-70.554070,-33.408165,Metro,"Venta de tarjeta, Carga de tarjeta, Consulta de saldo, Activacion de carga remota"
26,L1,Metro Los Dominicos,Av. Apoquindo 8613,LAS CONDES,"Lunes a Viernes: 6:00 a 23:00 horas, Sábados: 6:30 a 23:00 horas, Domingos y festivos: 8:00 a 22:30 horas.",-70.544495,-33.407986,Metro,"Venta de tarjeta, Carga de tarjeta, Consulta de saldo, Activacion de carga remota"
27,L2,Metro Vespucio Norte,Ignacio Carrera Pinto Altura 661,RECOLETA,"Lunes a Viernes: 6:00 a 23:00 horas, Sábados: 6:30 a 23:00 horas, Domingos y festivos: 8:00 a 22:30 horas.",-70.646229,-33.381132,Metro,"Venta de tarjeta, Carga de tarjeta, Consulta de saldo, Activacion de carga remota"
28,L2,Metro Zapadores,Av. Recoleta 3754,RECOLETA,"Lunes a Viernes: 6:00 a 23:00 horas, Sábados: 6:30 a 23:00 horas, Domingos y festivos: 8:00 a 22:30 horas.",-70.642593,-33.391327,Metro,"Venta de tarjeta, Carga de tarjeta, Consulta de saldo, Activacion de carga remota"
29,L2,Metro Dorsal,Av. Recoleta 3202,RECOLETA,"Lunes a Viernes: 6:00 a 23:00 horas, Sábados: 6:30 a 23:00 horas, Domingos y festivos: 8:00 a 22:30 horas.",-70.642876,-33.397617,Metro,"Venta de tarjeta, Carga de tarjeta, Consulta de saldo, Activacion de carga remota"
30,L2,Metro Einstein,Av. Einstein 601,RECOLETA,"Lunes a Viernes: 6:00 a 23:00 horas, Sábados: 6:30 a 23:00 horas, Domingos y festivos: 8:00 a 22:30 horas.",-70.643250,-33.405617,Metro,"Venta de tarjeta, Carga de tarjeta, Consulta de saldo, Activacion de carga remota"
31,L2,Metro Cementerios,Av. Recoleta 1502,RECOLETA,"Lunes a Viernes: 6:00 a 23:00 horas, Sábados: 6:30 a 23:00 horas, Domingos y festivos: 8:00 a 22:30 horas.",-70.643768,-33.413712,Metro,"Venta de tarjeta, Carga de tarjeta, Consulta de saldo, Activacion de carga remota"
32,L2,Metro Cerro Blanco,Av. Recoleta 860,RECOLETA,"Lunes a Viernes: 6:00 a 23:00 horas, Sábados: 6:30 a 23:00 horas, Domingos y festivos: 8:00 a 22:30 horas.",-70.645004,-33.422512,Metro,"Venta de tarjeta, Carga de tarjeta, Consulta de saldo, Activacion de carga remota"
33,L2,Metro Patronato,Av. Recoleta 301,RECOLETA,"Lunes a Viernes: 6:00 a 23:00 horas, Sábados: 6:30 a 23:00 horas, Domingos y festivos: 8:00 a 22:30 horas.",-70.646835,-33.429024,Metro,"Venta de tarjeta, Carga de tarjeta, Consulta de saldo, Activacion de carga remota"
34,L2,Metro Puente Cal Y Canto L2,General Mackenna 1100,SANTIAGO,"Lunes a Viernes: 6:00 a 23:00 horas, Sábados: 6:30 a 23:00 horas, Domingos y festivos: 8:00 a 22:30 horas.",-70.653557,-33.433472,Metro,"Venta de tarjeta, Carga de tarjeta, Consulta de saldo, Activacion de carga remota"
35,L2,Metro Santa Ana L2,Compañía De Jesús N°1625,SANTIAGO,"Lunes a Viernes: 6:00 a 23:00 horas, Sábados: 6:30 a 23:00 horas, Domingos y festivos: 8:00 a 22:30 horas.",-70.660683,-33.439316,Metro,"Venta de tarjeta, Carga de tarjeta, Consulta de saldo, Activacion de carga remota"
36,L2,Metro Los Heroes L2,Av. Libertador Bernardo O Higgins 1774,SANTIAGO,"Lunes a Viernes: 6:00 a 23:00 horas, Sábados: 6:30 a 23:00 horas, Domingos y festivos: 8:00 a 22:30 horas.",-70.661224,-33.446800,Metro,"Venta de tarjeta, Carga de tarjeta, Consulta de saldo, Activacion de carga remota"
37,L2,Metro Toesca,Toesca 1635,SANTIAGO,"Lunes a Viernes: 6:00 a 23:00 horas, Sábados: 6:30 a 23:00 horas, Domingos y festivos: 8:00 a 22:30 horas.",-70.667053,-33.454498,Metro,"Venta de tarjeta, Carga de tarjeta, Consulta de saldo, Activacion de carga remota"
38,L2,Metro Parque O Higgins,Av. Manuel Antonio Matta 1704,SANTIAGO,"Lunes a Viernes: 6:00 a 23:00 horas, Sábados: 6:30 a 23:00 horas, Domingos y festivos: 8:00 a 22:30 horas.",-70.709549,-33.365799,Metro,"Venta de tarjeta, Carga de tarjeta, Consulta de saldo, Activacion de carga remota"
39,L2,Metro Rondizzoni,Av. General Rondizzoni 1650,SANTIAGO,"Lunes a Viernes: 6:00 a 23:00 horas, Sábados: 6:30 a 23:00 horas, Domingos y festivos: 8:00 a 22:30 horas.",-70.656738,-33.470383,Metro,"Venta de tarjeta, Carga de tarjeta, Consulta de saldo, Activacion de carga remota"
40,L2,Metro Franklin L2,Placer 1310,SANTIAGO,"Lunes a Viernes: 6:00 a 23:00 horas, Sábados: 6:30 a 23:00 horas, Domingos y festivos: 8:00 a 22:30 horas.",-70.650230,-33.475857,Metro,"Venta de tarjeta, Carga de tarjeta, Consulta de saldo, Activacion de carga remota"
41,L2,Metro El Llano,Gran Avenida Jose Miguel Carrera Frente Al 3080,SAN MIGUEL,"Lunes a Viernes: 6:00 a 23:00 horas, Sábados: 6:30 a 23:00 horas, Domingos y festivos: 8:00 a 22:30 horas.",-70.649086,-33.483219,Metro,"Venta de tarjeta, Carga de tarjeta, Consulta de saldo, Activacion de carga remota"
42,L2,Metro San Miguel,Gran Avenida José Miguel Carrera Frente Al 3806,SAN MIGUEL,"Lunes a Viernes: 6:00 a 23:00 horas, Sábados: 6:30 a 23:00 horas, Domingos y festivos: 8:00 a 22:30 horas.",-70.650581,-33.489059,Metro,"Venta de tarjeta, Carga de tarjeta, Consulta de saldo, Activacion de carga remota"
43,L2,Metro Lo Vial,Gran Avenida José Miguel Carrera Frente Al 4688,SAN MIGUEL,"Lunes a Viernes: 6:00 a 23:00 horas, Sábados: 6:30 a 23:00 horas, Domingos y festivos: 8:00 a 22:30 horas.",-70.652260,-33.496746,Metro,"Venta de tarjeta, Carga de tarjeta, Consulta de saldo, Activacion de carga remota"
44,L2,Metro Departamental,Gran Avenida José Miguel Carrera Frente Al 5350,SAN MIGUEL,"Lunes a Viernes: 6:00 a 23:00 horas, Sábados: 6:30 a 23:00 horas, Domingos y festivos: 8:00 a 22:30 horas.",-70.654289,-33.502548,Metro,"Venta de tarjeta, Carga de tarjeta, Consulta de saldo, Activacion de carga remota"
45,L2,Metro Ciudad Del Niño,Gran Avenida José Miguel Carrera Frente Al 5940,SAN MIGUEL,"Lunes a Viernes: 6:00 a 23:00 horas, Sábados: 6:30 a 23:00 horas, Domingos y festivos: 8:00 a 22:30 horas.",-70.656517,-33.509830,Metro,"Venta de tarjeta, Carga de tarjeta, Consulta de saldo, Activacion de carga remota"
46,L2,Metro Lo Ovalle,Gran Avenida José Miguel  Carrera 6560 - 6559,LA CISTERNA,"Lunes a Viernes: 6:00 a 23:00 horas, Sábados: 6:30 a 23:00 horas, Domingos y festivos: 8:00 a 22:30 horas.",-70.658150,-33.517353,Metro,"Venta de tarjeta, Carga de tarjeta, Consulta de saldo, Activacion de carga remota"
47,L2,Metro El Parron,Gran Avenida José Miguel Carrera 7958,LA CISTERNA,"Lunes a Viernes: 6:00 a 23:00 horas, Sábados: 6:30 a 23:00 horas, Domingos y festivos: 8:00 a 22:30 horas.",-70.661766,-33.527534,Metro,"Venta de tarjeta, Carga de tarjeta, Consulta de saldo, Activacion de carga remota"
48,L2,Metro La Cisterna L2,Gran Avenida José Miguel Carrera 8870,LA CISTERNA,"Lunes a Viernes: 6:00 a 23:00 horas, Sábados: 6:30 a 23:00 horas, Domingos y festivos: 8:00 a 22:30 horas.",-70.664406,-33.537651,Metro,"Venta de tarjeta, Carga de tarjeta, Consulta de saldo, Activacion de carga remota"
49,L2,Metro El Bosque,Ernesto Riquelme 80,SAN BERNARDO,"Lunes a Viernes: 6:00 a 23:00 horas, Sábados: 6:30 a 23:00 horas, Domingos y festivos: 8:00 a 22:30 horas.",-70.667236,-33.545513,Metro,"Venta de tarjeta, Carga de tarjeta, Consulta de saldo, Activacion de carga remota"
50,L2,Metro Observatorio,Av. Padre Hurtado 11828,EL BOSQUE,"Lunes a Viernes: 6:00 a 23:00 horas, Sábados: 6:30 a 23:00 horas, Domingos y festivos: 8:00 a 22:30 horas.",-70.670341,-33.560345,Metro,"Venta de tarjeta, Carga de tarjeta, Consulta de saldo, Activacion de carga remota"
51,L2,Metro Copa Lo Martinez,Av. Padre Hurtado 12287,EL BOSQUE,"Lunes a Viernes: 6:00 a 23:00 horas, Sábados: 6:30 a 23:00 horas, Domingos y festivos: 8:00 a 22:30 horas.",-70.673638,-33.570657,Metro,"Venta de tarjeta, Carga de tarjeta, Consulta de saldo, Activacion de carga remota"
52,L2,Metro Hospital El Pino,Av. Padre Hurtado 13378,EL BOSQUE,"Lunes a Viernes: 6:00 a 23:00 horas, Sábados: 6:30 a 23:00 horas, Domingos y festivos: 8:00 a 22:30 horas.",-70.676324,-33.582233,Metro,"Venta de tarjeta, Carga de tarjeta, Consulta de saldo, Activacion de carga remota"
53,L3,Metro Plaza Quilicura,Av. Bernardo O Higgins 24   ,QUILICURA,"Lunes a Viernes: 6:00 a 23:00 horas, Sábados: 6:30 a 23:00 horas, Domingos y festivos: 8:00 a 22:30 horas.",-70.729912,-33.364983,Metro,"Venta de tarjeta, Carga de tarjeta, Consulta de saldo, Activacion de carga remota"
54,L3,Metro Lo Cruzat,Av. Manuel Antonio Matta 1034,QUILICURA,"Lunes a Viernes: 6:00 a 23:00 horas, Sábados: 6:30 a 23:00 horas, Domingos y festivos: 8:00 a 22:30 horas.",-70.719841,-33.366730,Metro,"Venta de tarjeta, Carga de tarjeta, Consulta de saldo, Activacion de carga remota"
55,L3,Metro Ferrocarril,Av. Manuel Antonio Matta 1950,QUILICURA,"Lunes a Viernes: 6:00 a 23:00 horas, Sábados: 6:30 a 23:00 horas, Domingos y festivos: 8:00 a 22:30 horas.",-70.705925,-33.365486,Metro,"Venta de tarjeta, Carga de tarjeta, Consulta de saldo, Activacion de carga remota"
56,L3,Metro Los Libertadores,Av. Américo Vespucio 2500,QUILICURA,"Lunes a Viernes: 6:00 a 23:00 horas, Sábados: 6:30 a 23:00 horas, Domingos y festivos: 8:00 a 22:30 horas.",-70.758102,-33.384258,Metro,"Venta de tarjeta, Carga de tarjeta, Consulta de saldo, Activacion de carga remota"
57,L3,Metro Cardenal Caro,Av. José María Caro 1875,CONCHALI,"Lunes a Viernes: 6:00 a 23:00 horas, Sábados: 6:30 a 23:00 horas, Domingos y festivos: 8:00 a 22:30 horas.",-70.685539,-33.373062,Metro,"Venta de tarjeta, Carga de tarjeta, Consulta de saldo, Activacion de carga remota"
58,L3,Metro Vivaceta,Av. Independencia 4765,CONCHALI,"Lunes a Viernes: 6:00 a 23:00 horas, Sábados: 6:30 a 23:00 horas, Domingos y festivos: 8:00 a 22:30 horas.",-70.679634,-33.385063,Metro,"Venta de tarjeta, Carga de tarjeta, Consulta de saldo, Activacion de carga remota"
59,L3,Metro Conchali,Av. Independencia 3279,CONCHALI,"Lunes a Viernes: 6:00 a 23:00 horas, Sábados: 6:30 a 23:00 horas, Domingos y festivos: 8:00 a 22:30 horas.",-70.670349,-33.397388,Metro,"Venta de tarjeta, Carga de tarjeta, Consulta de saldo, Activacion de carga remota"
60,L3,Metro Plaza Chacabuco,Julio Martinez Pradanus 1500,INDEPENDENCIA,"Lunes a Viernes: 6:00 a 23:00 horas, Sábados: 6:30 a 23:00 horas, Domingos y festivos: 8:00 a 22:30 horas.",-70.660928,-33.406079,Metro,"Venta de tarjeta, Carga de tarjeta, Consulta de saldo, Activacion de carga remota"
61,L3,Metro Hospitales,Profesor Zañartu 1190,INDEPENDENCIA,"Lunes a Viernes: 6:00 a 23:00 horas, Sábados: 6:30 a 23:00 horas, Domingos y festivos: 8:00 a 22:30 horas.",-70.654991,-33.417759,Metro,"Venta de tarjeta, Carga de tarjeta, Consulta de saldo, Activacion de carga remota"
62,L3,Metro Puente Cal Y Canto L3,General Mackenna 1010,SANTIAGO,"Lunes a Viernes: 6:00 a 23:00 horas, Sábados: 6:30 a 23:00 horas, Domingos y festivos: 8:00 a 22:30 horas.",-70.652199,-33.433224,Metro,"Venta de tarjeta, Carga de tarjeta, Consulta de saldo, Activacion de carga remota"
63,L3,Metro Plaza De Armas L3,Bandera 530,SANTIAGO,"Lunes a Viernes: 6:00 a 23:00 horas, Sábados: 6:30 a 23:00 horas, Domingos y festivos: 8:00 a 22:30 horas.",-70.652901,-33.437069,Metro,"Venta de tarjeta, Carga de tarjeta, Consulta de saldo, Activacion de carga remota"
64,L3,Metro Universidad De Chile L3,Av. Libertador Bernardo O Higgins 1020,SANTIAGO,"Lunes a Viernes: 6:00 a 23:00 horas, Sábados: 6:30 a 23:00 horas, Domingos y festivos: 8:00 a 22:30 horas.",-70.650337,-33.444057,Metro,"Venta de tarjeta, Carga de tarjeta, Consulta de saldo, Activacion de carga remota"
65,L3,Metro Parque Almagro,Av. Santa Isabel 1110,SANTIAGO,"Lunes a Viernes: 6:00 a 23:00 horas, Sábados: 6:30 a 23:00 horas, Domingos y festivos: 8:00 a 22:30 horas.",-70.650826,-33.452122,Metro,"Venta de tarjeta, Carga de tarjeta, Consulta de saldo, Activacion de carga remota"
66,L3,Metro Matta,Santa Rosa 1088,SANTIAGO,"Lunes a Viernes: 6:00 a 23:00 horas, Sábados: 6:30 a 23:00 horas, Domingos y festivos: 8:00 a 22:30 horas.",-70.643097,-33.458027,Metro,"Venta de tarjeta, Carga de tarjeta, Consulta de saldo, Activacion de carga remota"
67,L3,Metro Irarrazaval L3,Matta Oriente 240,ÑUÑOA,"Lunes a Viernes: 6:00 a 23:00 horas, Sábados: 6:30 a 23:00 horas, Domingos y festivos: 8:00 a 22:30 horas.",-70.627304,-33.454613,Metro,"Venta de tarjeta, Carga de tarjeta, Consulta de saldo, Activacion de carga remota"
68,L3,Metro Monseñor Eyzaguirre,Monseñor Eyzaguirre 39,ÑUÑOA,"Lunes a Viernes: 6:00 a 23:00 horas, Sábados: 6:30 a 23:00 horas, Domingos y festivos: 8:00 a 22:30 horas.",-70.613777,-33.453438,Metro,"Venta de tarjeta, Carga de tarjeta, Consulta de saldo, Activacion de carga remota"
69,L3,Metro Ñuñoa L3,Irarrazaval 2461,ÑUÑOA,"Lunes a Viernes: 6:00 a 23:00 horas, Sábados: 6:30 a 23:00 horas, Domingos y festivos: 8:00 a 22:30 horas.",-70.605476,-33.454666,Metro,"Venta de tarjeta, Carga de tarjeta, Consulta de saldo, Activacion de carga remota"
70,L3,Metro Chile-España,Irarrazaval 3227,ÑUÑOA,"Lunes a Viernes: 6:00 a 23:00 horas, Sábados: 6:30 a 23:00 horas, Domingos y festivos: 8:00 a 22:30 horas.",-70.597328,-33.455170,Metro,"Venta de tarjeta, Carga de tarjeta, Consulta de saldo, Activacion de carga remota"
71,L3,Metro Villa Frei,Irarrazaval 4675,ÑUÑOA,"Lunes a Viernes: 6:00 a 23:00 horas, Sábados: 6:30 a 23:00 horas, Domingos y festivos: 8:00 a 22:30 horas.",-70.581100,-33.454807,Metro,"Venta de tarjeta, Carga de tarjeta, Consulta de saldo, Activacion de carga remota"
72,L3,Metro Plaza Egaña L3,Irarrazaval 5738,ÑUÑOA,"Lunes a Viernes: 6:00 a 23:00 horas, Sábados: 6:30 a 23:00 horas, Domingos y festivos: 8:00 a 22:30 horas.",-70.571404,-33.452240,Metro,"Venta de tarjeta, Carga de tarjeta, Consulta de saldo, Activacion de carga remota"
73,L3,Metro Fernando Castillo Velasco,Av. Alcalde Fernando Castillo Velasco 6831,LA REINA,"Lunes a Viernes: 6:00 a 23:00 horas, Sábados: 6:30 a 23:00 horas, Domingos y festivos: 8:00 a 22:30 horas.",-70.558006,-33.452484,Metro,"Venta de tarjeta, Carga de tarjeta, Consulta de saldo, Activacion de carga remota"
74,L4,Metro Tobalaba L4,Av. Tobalaba 117,PROVIDENCIA,"Lunes a Viernes: 6:00 a 23:00 horas, Sábados: 6:30 a 23:00 horas, Domingos y festivos: 8:00 a 22:30 horas.",-70.600754,-33.419029,Metro,"Venta de tarjeta, Carga de tarjeta, Consulta de saldo, Activacion de carga remota"
75,L4,Metro Cristobal Colon,Eliodoro Yañez 2987,PROVIDENCIA,"Lunes a Viernes: 6:00 a 23:00 horas, Sábados: 6:30 a 23:00 horas, Domingos y festivos: 8:00 a 22:30 horas.",-70.591286,-33.426609,Metro,"Venta de tarjeta, Carga de tarjeta, Consulta de saldo, Activacion de carga remota"
76,L4,Metro Francisco Bilbao,Francisco Bilbao 3785,PROVIDENCIA,"Lunes a Viernes: 6:00 a 23:00 horas, Sábados: 6:30 a 23:00 horas, Domingos y festivos: 8:00 a 22:30 horas.",-70.584976,-33.432323,Metro,"Venta de tarjeta, Carga de tarjeta, Consulta de saldo, Activacion de carga remota"
77,L4,Metro Principe De Gales,Av. Americo Vespucio 1660,ÑUÑOA,"Lunes a Viernes: 6:00 a 23:00 horas, Sábados: 6:30 a 23:00 horas, Domingos y festivos: 8:00 a 22:30 horas.",-70.576256,-33.470551,Metro,"Venta de tarjeta, Carga de tarjeta, Consulta de saldo, Activacion de carga remota"
78,L4,Metro Simon Bolivar,Av. Americo Vespucio 760,ÑUÑOA,"Lunes a Viernes: 6:00 a 23:00 horas, Sábados: 6:30 a 23:00 horas, Domingos y festivos: 8:00 a 22:30 horas.",-70.573402,-33.461056,Metro,"Venta de tarjeta, Carga de tarjeta, Consulta de saldo, Activacion de carga remota"
79,L4,Metro Plaza Egaña L4,Av. Américo Vespucio 30,ÑUÑOA,"Lunes a Viernes: 6:00 a 23:00 horas, Sábados: 6:30 a 23:00 horas, Domingos y festivos: 8:00 a 22:30 horas.",-70.571068,-33.453831,Metro,"Venta de tarjeta, Carga de tarjeta, Consulta de saldo, Activacion de carga remota"
80,L4,Metro Los Orientales,Av. Americo Vespucio 825,ÑUÑOA,"Lunes a Viernes: 6:00 a 23:00 horas, Sábados: 6:30 a 23:00 horas, Domingos y festivos: 8:00 a 22:30 horas.",-70.574249,-33.462433,Metro,"Venta de tarjeta, Carga de tarjeta, Consulta de saldo, Activacion de carga remota"
81,L4,Metro Grecia,Av. Grecia 5280,ÑUÑOA,"Lunes a Viernes: 6:00 a 23:00 horas, Sábados: 6:30 a 23:00 horas, Domingos y festivos: 8:00 a 22:30 horas.",-70.577934,-33.468388,Metro,"Venta de tarjeta, Carga de tarjeta, Consulta de saldo, Activacion de carga remota"
82,L4,Metro Los Presidentes,Av. Americo Vespucio  2469,MACUL,"Lunes a Viernes: 6:00 a 23:00 horas, Sábados: 6:30 a 23:00 horas, Domingos y festivos: 8:00 a 22:30 horas.",-70.578880,-33.479141,Metro,"Venta de tarjeta, Carga de tarjeta, Consulta de saldo, Activacion de carga remota"
83,L4,Metro Quilin,Av. Americo Vespucio 3411,MACUL,"Lunes a Viernes: 6:00 a 23:00 horas, Sábados: 6:30 a 23:00 horas, Domingos y festivos: 8:00 a 22:30 horas.",-70.579865,-33.487705,Metro,"Venta de tarjeta, Carga de tarjeta, Consulta de saldo, Activacion de carga remota"
